Date : 2025-06-19 12:57:00
Directory : /home/pes/kaban_project/kaban_system2/bot
Total : 5381 files,  -1727019 codes, -394065 comments, -186590 blanks, all -2307674 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/cookies.py                                                     | Python           |       -292 |       -188 |        -82 |       -562 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/exceptions.py                                                  | Python           |        -39 |        -56 |        -57 |       -152 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/help.py                                                        | Python           |       -101 |        -13 |        -21 |       -135 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/hooks.py                                                       | Python           |        -14 |        -13 |         -7 |        -34 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/models.py                                                      | Python           |       -595 |       -292 |       -153 |     -1,040 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/packages.py                                                    | Python           |        -15 |         -4 |         -5 |        -24 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/sessions.py                                                    | Python           |       -366 |       -369 |        -97 |       -832 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/status_codes.py                                                | Python           |        -15 |       -111 |         -3 |       -129 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/structures.py                                                  | Python           |        -40 |        -38 |        -22 |       -100 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/requests/utils.py                                                       | Python           |       -501 |       -439 |       -147 |     -1,087 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/__init__.py                                                      | Python           |         -3 |         -5 |         -3 |        -11 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/abc/__init__.py                                                  | Python           |         -5 |         -1 |         -4 |        -10 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/abc/model.py                                                     | Python           |       -136 |        -55 |        -60 |       -251 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/abc/properties.py                                                | Python           |        -70 |        -18 |        -21 |       -109 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/errors.py                                                        | Python           |       -129 |        -15 |        -71 |       -215 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/hooks.py                                                         | Python           |       -202 |        -14 |        -43 |       -259 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/marshal.py                                                       | Python           |       -411 |        -98 |       -196 |       -705 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/meta.py                                                          | Python           |       -626 |        -46 |       -141 |       -813 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/model.py                                                         | Python           |       -968 |        -72 |       -267 |     -1,307 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/properties.py                                                    | Python           |       -599 |       -177 |       -166 |       -942 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/request.py                                                       | Python           |       -326 |        -70 |        -56 |       -452 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/test.py                                                          | Python           |       -205 |        -33 |        -67 |       -305 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/utilities/__init__.py                                            | Python           |       -298 |       -125 |        -91 |       -514 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/serial/utilities/compatibility.py                                       | Python           |        -21 |         -1 |         -8 |        -30 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/__init__.py                                                  | Python           |       -108 |        -93 |        -42 |       -243 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_deprecation_warning.py                                      | Python           |         -1 |         -6 |         -1 |         -8 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/__init__.py                                       | Python           |         -7 |        -13 |         -5 |        -25 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/_msvccompiler.py                                  | Python           |       -387 |        -92 |        -83 |       -562 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/archive_util.py                                   | Python           |       -163 |        -57 |        -37 |       -257 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/bcppcompiler.py                                   | Python           |       -241 |        -86 |        -67 |       -394 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/ccompiler.py                                      | Python           |       -514 |       -476 |       -134 |     -1,124 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/cmd.py                                            | Python           |       -152 |       -200 |        -52 |       -404 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/__init__.py                               | Python           |        -20 |        -10 |         -2 |        -32 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/bdist.py                                  | Python           |       -100 |        -20 |        -24 |       -144 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/bdist_dumb.py                             | Python           |        -98 |         -8 |        -18 |       -124 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/bdist_msi.py                              | Python           |       -543 |       -127 |        -80 |       -750 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/bdist_rpm.py                              | Python           |       -427 |        -68 |        -85 |       -580 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/bdist_wininst.py                          | Python           |       -262 |        -65 |        -51 |       -378 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/build.py                                  | Python           |       -105 |        -25 |        -28 |       -158 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/build_clib.py                             | Python           |       -127 |        -41 |        -42 |       -210 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/build_ext.py                              | Python           |       -427 |       -236 |        -93 |       -756 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/build_py.py                               | Python           |       -241 |        -99 |        -53 |       -393 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/build_scripts.py                          | Python           |        -40 |       -100 |        -13 |       -153 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/check.py                                  | Python           |       -101 |        -28 |        -20 |       -149 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/clean.py                                  | Python           |        -57 |         -9 |        -11 |        -77 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/config.py                                 | Python           |       -210 |        -87 |        -48 |       -345 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/install.py                                | Python           |       -456 |       -154 |       -112 |       -722 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/install_data.py                           | Python           |        -56 |        -11 |        -13 |        -80 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/install_egg_info.py                       | Python           |        -43 |        -25 |        -17 |        -85 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/install_headers.py                        | Python           |        -29 |         -5 |        -14 |        -48 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/install_lib.py                            | Python           |       -128 |        -49 |        -41 |       -218 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/install_scripts.py                        | Python           |        -41 |         -7 |        -13 |        -61 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/py37compat.py                             | Python           |        -19 |         -4 |         -8 |        -31 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/register.py                               | Python           |       -247 |        -25 |        -33 |       -305 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/sdist.py                                  | Python           |       -302 |       -122 |        -71 |       -495 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/command/upload.py                                 | Python           |       -157 |        -28 |        -30 |       -215 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/config.py                                         | Python           |        -92 |        -22 |        -17 |       -131 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/core.py                                           | Python           |       -114 |       -100 |        -36 |       -250 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/cygwinccompiler.py                                | Python           |       -219 |       -156 |        -51 |       -426 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/debug.py                                          | Python           |         -2 |         -2 |         -2 |         -6 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/dep_util.py                                       | Python           |        -40 |        -36 |        -17 |        -93 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/dir_util.py                                       | Python           |       -113 |        -68 |        -30 |       -211 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/dist.py                                           | Python           |       -733 |       -342 |       -183 |     -1,258 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/errors.py                                         | Python           |        -30 |        -48 |        -20 |        -98 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/extension.py                                      | Python           |       -123 |        -95 |        -23 |       -241 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/fancy_getopt.py                                   | Python           |       -249 |       -140 |        -69 |       -458 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/file_util.py                                      | Python           |       -142 |        -63 |        -34 |       -239 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/filelist.py                                       | Python           |       -200 |       -105 |        -51 |       -356 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/setuptools/_distutils/log.py                                            | Python           |        -56 |         -5 |        -17 |        -78 |
