Date : 2025-06-19 12:57:00
Directory : /home/pes/kaban_project/kaban_system2/bot
Total : 5381 files,  -1727019 codes, -394065 comments, -186590 blanks, all -2307674 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_file_union.py                                       | Python           |         -4 |          0 |         -4 |         -8 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_invoice_message_content.py                          | Python           |        -75 |        -30 |        -10 |       -115 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_location_message_content.py                         | Python           |        -31 |        -16 |         -9 |        -56 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_media.py                                            | Python           |         -3 |        -11 |         -4 |        -18 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_media_animation.py                                  | Python           |        -54 |        -21 |        -10 |        -85 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_media_audio.py                                      | Python           |        -46 |        -19 |        -10 |        -75 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_media_document.py                                   | Python           |        -40 |        -17 |        -10 |        -67 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_media_photo.py                                      | Python           |        -41 |        -17 |        -10 |        -68 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_media_union.py                                      | Python           |        -10 |          0 |         -4 |        -14 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_media_video.py                                      | Python           |        -64 |        -24 |        -10 |        -98 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_message_content.py                                  | Python           |         -3 |        -11 |         -4 |        -18 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_message_content_union.py                            | Python           |        -14 |          0 |         -4 |        -18 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_paid_media.py                                       | Python           |         -2 |         -8 |         -3 |        -13 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_paid_media_photo.py                                 | Python           |        -17 |        -12 |         -9 |        -38 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_paid_media_union.py                                 | Python           |         -5 |          0 |         -4 |         -9 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_paid_media_video.py                                 | Python           |        -44 |        -19 |         -9 |        -72 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_poll_option.py                                      | Python           |        -25 |        -13 |        -10 |        -48 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_poll_option_union.py                                | Python           |         -4 |          0 |         -4 |         -8 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_profile_photo.py                                    | Python           |         -3 |         -8 |         -4 |        -15 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_profile_photo_animated.py                           | Python           |        -24 |        -13 |        -10 |        -47 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_profile_photo_static.py                             | Python           |        -17 |        -12 |        -10 |        -39 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_profile_photo_union.py                              | Python           |         -4 |          0 |         -3 |         -7 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_sticker.py                                          | Python           |        -31 |        -15 |        -10 |        -56 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_story_content.py                                    | Python           |         -3 |         -8 |         -4 |        -15 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_story_content_photo.py                              | Python           |        -16 |        -12 |        -10 |        -38 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_story_content_union.py                              | Python           |         -4 |          0 |         -3 |         -7 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_story_content_video.py                              | Python           |        -29 |        -15 |        -10 |        -54 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_text_message_content.py                             | Python           |        -35 |        -18 |        -11 |        -64 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/input_venue_message_content.py                            | Python           |        -37 |        -18 |         -9 |        -64 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/invoice.py                                                | Python           |        -28 |        -15 |         -9 |        -52 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/keyboard_button.py                                        | Python           |        -46 |        -22 |        -11 |        -79 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/keyboard_button_poll_type.py                              | Python           |        -10 |        -11 |         -9 |        -30 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/keyboard_button_request_chat.py                           | Python           |        -48 |        -21 |        -10 |        -79 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/keyboard_button_request_user.py                           | Python           |        -21 |        -16 |         -8 |        -45 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/keyboard_button_request_users.py                          | Python           |        -33 |        -17 |         -8 |        -58 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/labeled_price.py                                          | Python           |        -11 |        -12 |         -9 |        -32 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/link_preview_options.py                                   | Python           |        -34 |        -15 |         -8 |        -57 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/location.py                                               | Python           |        -31 |        -16 |         -9 |        -56 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/location_address.py                                       | Python           |        -25 |        -14 |         -9 |        -48 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/login_url.py                                              | Python           |        -25 |        -17 |         -9 |        -51 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/mask_position.py                                          | Python           |        -21 |        -14 |         -9 |        -44 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/maybe_inaccessible_message.py                             | Python           |         -2 |         -8 |         -3 |        -13 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/maybe_inaccessible_message_union.py                       | Python           |         -5 |          0 |         -4 |         -9 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/media_union.py                                            | Python           |         -6 |          0 |         -3 |         -9 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/menu_button.py                                            | Python           |        -19 |        -19 |        -10 |        -48 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/menu_button_commands.py                                   | Python           |        -14 |        -11 |         -9 |        -34 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/menu_button_default.py                                    | Python           |        -14 |        -11 |         -9 |        -34 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/menu_button_union.py                                      | Python           |         -6 |          0 |         -4 |        -10 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/menu_button_web_app.py                                    | Python           |        -20 |        -13 |        -10 |        -43 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message.py                                                | Python           |     -2,555 |     -1,522 |       -222 |     -4,299 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_auto_delete_timer_changed.py                      | Python           |        -12 |        -11 |         -9 |        -32 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_entity.py                                         | Python           |        -41 |        -17 |        -11 |        -69 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_id.py                                             | Python           |         -8 |        -11 |         -9 |        -28 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_origin.py                                         | Python           |         -2 |        -10 |         -3 |        -15 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_origin_channel.py                                 | Python           |        -32 |        -15 |        -10 |        -57 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_origin_chat.py                                    | Python           |        -29 |        -14 |        -10 |        -53 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_origin_hidden_user.py                             | Python           |        -20 |        -13 |         -8 |        -41 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_origin_union.py                                   | Python           |         -9 |          0 |         -4 |        -13 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_origin_user.py                                    | Python           |        -21 |        -13 |        -10 |        -44 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_reaction_count_updated.py                         | Python           |        -29 |        -14 |        -10 |        -53 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/message_reaction_updated.py                               | Python           |        -39 |        -17 |        -10 |        -66 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/order_info.py                                             | Python           |        -27 |        -14 |        -10 |        -51 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/owned_gift.py                                             | Python           |         -3 |         -8 |         -4 |        -15 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/owned_gift_regular.py                                     | Python           |        -57 |        -23 |        -11 |        -91 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/owned_gift_union.py                                       | Python           |         -4 |          0 |         -3 |         -7 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/owned_gift_unique.py                                      | Python           |        -41 |        -18 |        -11 |        -70 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/owned_gifts.py                                            | Python           |        -21 |        -13 |        -10 |        -44 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/paid_media.py                                             | Python           |         -2 |         -9 |         -3 |        -14 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/paid_media_info.py                                        | Python           |        -17 |        -12 |        -10 |        -39 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/paid_media_photo.py                                       | Python           |        -18 |        -12 |        -10 |        -40 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/paid_media_preview.py                                     | Python           |        -22 |        -14 |         -9 |        -45 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/paid_media_purchased.py                                   | Python           |        -20 |        -12 |        -11 |        -43 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/paid_media_union.py                                       | Python           |         -6 |          0 |         -4 |        -10 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/paid_media_video.py                                       | Python           |        -18 |        -12 |        -10 |        -40 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/paid_message_price_changed.py                             | Python           |        -10 |        -11 |         -9 |        -30 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_data.py                                          | Python           |        -18 |        -12 |        -10 |        -40 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error.py                                 | Python           |         -3 |        -15 |         -4 |        -22 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_data_field.py                      | Python           |        -29 |        -15 |         -9 |        -53 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_file.py                            | Python           |        -22 |        -14 |         -9 |        -45 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_files.py                           | Python           |        -26 |        -14 |         -9 |        -49 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_front_side.py                      | Python           |        -24 |        -14 |         -9 |        -47 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_reverse_side.py                    | Python           |        -24 |        -14 |         -9 |        -47 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_selfie.py                          | Python           |        -22 |        -14 |         -9 |        -45 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_translation_file.py                | Python           |        -26 |        -14 |         -9 |        -49 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_translation_files.py               | Python           |        -30 |        -14 |         -9 |        -53 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_union.py                           | Python           |        -24 |          0 |         -4 |        -28 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_element_error_unspecified.py                     | Python           |        -28 |        -14 |         -9 |        -51 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/passport_file.py                                          | Python           |        -26 |        -14 |         -9 |        -49 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/photo_size.py                                             | Python           |        -28 |        -15 |         -9 |        -52 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/poll.py                                                   | Python           |        -59 |        -24 |        -10 |        -93 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/poll_answer.py                                            | Python           |        -28 |        -14 |        -10 |        -52 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/poll_option.py                                            | Python           |        -24 |        -13 |        -10 |        -47 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/pre_checkout_query.py                                     | Python           |        -52 |        -33 |        -14 |        -99 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/prepared_inline_message.py                                | Python           |        -17 |        -12 |        -10 |        -39 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/proximity_alert_triggered.py                              | Python           |        -21 |        -13 |        -10 |        -44 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reaction_count.py                                         | Python           |        -17 |        -12 |        -10 |        -39 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reaction_type.py                                          | Python           |         -2 |         -9 |         -3 |        -14 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reaction_type_custom_emoji.py                             | Python           |        -15 |        -12 |         -8 |        -35 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reaction_type_emoji.py                                    | Python           |        -15 |        -12 |         -8 |        -35 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reaction_type_paid.py                                     | Python           |        -13 |        -11 |         -8 |        -32 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reaction_type_union.py                                    | Python           |         -6 |          0 |         -4 |        -10 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/refunded_payment.py                                       | Python           |        -27 |        -15 |         -8 |        -50 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reply_keyboard_markup.py                                  | Python           |        -33 |        -16 |        -10 |        -59 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reply_keyboard_remove.py                                  | Python           |        -17 |        -12 |         -9 |        -38 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reply_markup_union.py                                     | Python           |         -9 |          0 |         -4 |        -13 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/reply_parameters.py                                       | Python           |        -42 |        -17 |        -10 |        -69 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/response_parameters.py                                    | Python           |        -17 |        -12 |         -9 |        -38 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/result_chat_member_union.py                               | Python           |        -15 |          0 |         -3 |        -18 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/result_menu_button_union.py                               | Python           |         -5 |          0 |         -3 |         -8 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/revenue_withdrawal_state.py                               | Python           |         -3 |         -9 |         -4 |        -16 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/revenue_withdrawal_state_failed.py                        | Python           |        -14 |        -11 |         -9 |        -34 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/revenue_withdrawal_state_pending.py                       | Python           |        -14 |        -11 |         -9 |        -34 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/revenue_withdrawal_state_succeeded.py                     | Python           |        -21 |        -13 |         -9 |        -43 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/revenue_withdrawal_state_union.py                         | Python           |         -8 |          0 |         -4 |        -12 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/sent_web_app_message.py                                   | Python           |        -13 |        -11 |         -9 |        -33 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/shared_user.py                                            | Python           |        -30 |        -15 |        -10 |        -55 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/shipping_address.py                                       | Python           |        -31 |        -16 |         -9 |        -56 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/shipping_option.py                                        | Python           |        -19 |        -13 |        -10 |        -42 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/shipping_query.py                                         | Python           |        -46 |        -31 |        -14 |        -91 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/star_amount.py                                            | Python           |        -15 |        -12 |         -9 |        -36 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/star_transaction.py                                       | Python           |        -34 |        -16 |        -10 |        -60 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/star_transactions.py                                      | Python           |        -12 |        -11 |        -10 |        -33 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/sticker.py                                                | Python           |        -83 |        -54 |        -16 |       -153 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/sticker_set.py                                            | Python           |        -38 |        -23 |        -11 |        -72 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story.py                                                  | Python           |        -11 |        -12 |        -10 |        -33 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area.py                                             | Python           |        -18 |        -12 |        -10 |        -40 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area_position.py                                    | Python           |        -31 |        -16 |         -9 |        -56 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area_type.py                                        | Python           |         -3 |        -11 |         -4 |        -18 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area_type_link.py                                   | Python           |        -16 |        -12 |        -10 |        -38 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area_type_location.py                               | Python           |        -28 |        -14 |        -11 |        -53 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area_type_suggested_reaction.py                     | Python           |        -30 |        -14 |        -11 |        -55 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area_type_union.py                                  | Python           |        -13 |          0 |         -3 |        -16 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area_type_unique_gift.py                            | Python           |        -16 |        -12 |        -10 |        -38 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/story_area_type_weather.py                                | Python           |        -26 |        -14 |        -10 |        -50 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/successful_payment.py                                     | Python           |        -45 |        -20 |        -10 |        -75 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/switch_inline_query_chosen_chat.py                        | Python           |        -27 |        -15 |         -8 |        -50 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/text_quote.py                                             | Python           |        -27 |        -14 |        -10 |        -51 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner.py                                    | Python           |         -2 |        -13 |         -3 |        -18 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner_affiliate_program.py                  | Python           |        -29 |        -13 |        -10 |        -52 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner_chat.py                               | Python           |        -21 |        -13 |        -10 |        -44 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner_fragment.py                           | Python           |        -18 |        -12 |        -10 |        -40 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner_other.py                              | Python           |        -14 |        -11 |         -9 |        -34 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner_telegram_ads.py                       | Python           |        -16 |        -11 |         -9 |        -36 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner_telegram_api.py                       | Python           |        -18 |        -12 |         -9 |        -39 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner_union.py                              | Python           |        -18 |          0 |         -4 |        -22 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/transaction_partner_user.py                               | Python           |        -49 |        -20 |        -10 |        -79 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/unique_gift.py                                            | Python           |        -35 |        -16 |        -10 |        -61 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/unique_gift_backdrop.py                                   | Python           |        -21 |        -13 |        -10 |        -44 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/unique_gift_backdrop_colors.py                            | Python           |        -25 |        -14 |         -9 |        -48 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/unique_gift_info.py                                       | Python           |        -27 |        -14 |        -10 |        -51 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/unique_gift_model.py                                      | Python           |        -21 |        -13 |        -10 |        -44 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/unique_gift_symbol.py                                     | Python           |        -21 |        -13 |        -10 |        -44 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/update.py                                                 | Python           |       -160 |        -43 |        -16 |       -219 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/user.py                                                   | Python           |        -85 |        -39 |        -17 |       -141 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/user_chat_boosts.py                                       | Python           |        -12 |        -11 |        -10 |        -33 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/user_profile_photos.py                                    | Python           |        -17 |        -12 |        -10 |        -39 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/user_shared.py                                            | Python           |        -10 |        -15 |         -8 |        -33 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/users_shared.py                                           | Python           |        -22 |        -16 |        -11 |        -49 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/venue.py                                                  | Python           |        -36 |        -17 |        -10 |        -63 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/video.py                                                  | Python           |        -49 |        -21 |        -10 |        -80 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/video_chat_ended.py                                       | Python           |         -8 |        -11 |         -9 |        -28 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/video_chat_participants_invited.py                        | Python           |        -10 |        -11 |        -10 |        -31 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/video_chat_scheduled.py                                   | Python           |        -11 |        -11 |         -9 |        -31 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/video_chat_started.py                                     | Python           |         -3 |         -5 |         -4 |        -12 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/video_note.py                                             | Python           |        -33 |        -16 |        -10 |        -59 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/voice.py                                                  | Python           |        -28 |        -15 |         -9 |        -52 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/web_app_data.py                                           | Python           |        -11 |        -12 |         -9 |        -32 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/web_app_info.py                                           | Python           |         -8 |        -11 |         -9 |        -28 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/webhook_info.py                                           | Python           |        -41 |        -19 |         -9 |        -69 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/types/write_access_allowed.py                                   | Python           |        -21 |        -13 |         -8 |        -42 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/utils/__init__.py                                               | Python           |          0 |          0 |         -1 |         -1 |
| /home/pes/kaban_project/kaban_system2/venv/lib/python3.10/site-packages/aiogram/utils/auth_widget.py                                            | Python           |        -12 |        -18 |         -5 |        -35 |
